title,judge,makes,difficulty,hands_on_time,baking_time,ingredients,recipe_image,judge_image
Terry’s Chocolate-dipped Chia Brandy Snaps,Terry,24,Needs skill,2 hrs,1 hr 30 mins  ,"[<div class=""recipe-sidebar__section__content"">
<p>75ml cloudy apple juice  </p>
<p>200g caster sugar  </p>
<p>75g plain flour </p>
<p>75g unsalted butter </p>
<p>10g ground almonds  </p>
<p>25g chia seeds </p>
<p>100g 60% dark chocolate, to decorate  </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:  </h5>
<p>2 large baking sheets lined with baking paper </p>
<p>2–3 wooden spoons </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/07/Brandy_Snaps_1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2018/08/New-Project-11-100x100.jpg
Antony’s Turmeric & Caraway Goosnargh Biscuits with Mango Chilli Jam,Antony,24,Needs skill,1 hr,34 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the mango chilli jam:</h5>
<p>400g tin of mango slices, drained </p>
<p>400g granulated sugar   </p>
<p>zest and juice of 2 unwaxed lemons  </p>
<p>½ tsp chilli flakes </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the biscuits:  </h5>
<p>270g plain flour  </p>
<p>270g cornflour  </p>
<p>1½ tsp baking powder  </p>
<p>180g icing sugar  </p>
<p>4 tsp caraway seeds  </p>
<p>2 tsp ground turmeric  </p>
<p>good pinch of coarsely ground black pepper </p>
<p>1 tsp sea salt flakes  </p>
<p>270g unsalted butter, diced   </p>
<p>4 tbsp whole milk </p>
<p>about 1½ tsp red food-colouring gel  </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the icing:</h5>
<p>15g dried egg white  </p>
<p>250g icing sugar </p>
<p>blue and yellow food-colouring gels </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>sugar thermometer, or a saucer placed in the freezer </p>
<p>8cm and 4cm round biscuit cutters  </p>
<p>2 baking sheets lined with baking paper </p>
<p>small piping bag fitted with a No.2 writing nozzle </p>
<p>small piping bag fitted with a No.1.5 writing nozzle  </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/07/Turmeric_Biscuits_1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2018/08/New-Project-4-100x100.jpg
Kim-Joy’s Orange Blossom York Biscuits,Kim-Joy,24,Needs skill,2 hrs,30 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the biscuits: </h5>
<p>200g salted butter  </p>
<p>85g caster sugar </p>
<p>finely grated zest of 1 unwaxed orange  </p>
<p>1½ tsp orange blossom water, or to taste  </p>
<p>200g plain flour, plus extra for dusting </p>
<p>70g semolina </p>
<p>edible white primroses, stems snipped, to decorate </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the orange glaze: </h5>
<p>50g icing sugar  </p>
<p>1 tsp orange juice </p>
<p>½ tsp orange blossom water, plus extra if needed  </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the royal icing:</h5>
<p>225g icing sugar </p>
<p>30–35g pasteurised egg white  </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>2 baking sheets lined with baking paper </p>
<p>9 x 4.5cm rectangular biscuit cutter (optional) </p>
<p>YORK letter stampers (optional) </p>
<p>small disposable piping bag </p>
<p>palette knife </p>
<p>silicone pastry brush </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/07/York_Biscuits_1024x450_4.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2018/08/New-Project-6-100x100.jpg
Briony’s Apple Cider Empire Biscuits,Briony,24,Needs skill,1 hr,20 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the biscuits:</h5>
<p>2 large eggs and 2 large egg yolks </p>
<p>280g unsalted butter, softened  </p>
<p>150g caster sugar </p>
<p>1 tsp Madagascan vanilla extract  </p>
<p>370g plain flour  </p>
<p>½ tsp salt </p>
<p>1 tsp ground cinnamon </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the apple cider jam:</h5>
<p>500g Bramley apples, peeled, cored and chopped </p>
<p>400ml apple cider  </p>
<p>pared zest of 1 unwaxed lime  </p>
<p>pared zest of 1 unwaxed orange </p>
<p>1 tbsp lime juice </p>
<p>1 cinnamon stick </p>
<p>pinch of ground nutmeg </p>
<p>pinch of ground cinnamon </p>
<p>250g jam sugar </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the caramelised cider apples:</h5>
<p>2 jazz apples, thinly sliced </p>
<p>175ml apple cider  </p>
<p>125g light brown soft sugar </p>
<p>½ tsp apple cider vinegar  </p>
<p>½ tsp lime juice </p>
<p>¼ tsp ground cinnamon </p>
<p>¼ tsp ground nutmeg </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the icing:</h5>
<p>150g icing sugar  </p>
<p>2–3 tsp whole milk</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>2–3 baking sheets lined with baking paper </p>
<p>6cm fluted biscuit cutter  </p>
<p>sugar thermometer </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/07/Apple_Empire_Biscuits_1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2018/08/New-Project-5-100x100.jpg
Luke’s Yorkshire Gingernuts with Lime,Luke,24,Easy,45 mins,30 mins,"[<div class=""recipe-sidebar__section__content"">
<p>100g unsalted butter</p>
<p>25g golden syrup</p>
<p>1 egg</p>
<p>350g self-raising flour</p>
<p>100g soft light brown sugar</p>
<p>100g light muscovado sugar</p>
<p>1 tsp bicarbonate of soda</p>
<p>12g ground ginger</p>
<p>10g mixed spice</p>
<p>finely grated zest of 3 unwaxed limes</p>
<p>juice of 1 lime</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the filling:</h5>
<p>25g unsalted butter, softened</p>
<p>100g full-fat cream cheese</p>
<p>300g icing sugar</p>
<p>finely grated zest of 1 unwaxed lime</p>
<p>juice of ¼ lime</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>4 baking sheets lined with baking paper</p>
<p>large piping bag fitted with a 0.5cm round nozzle</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/07/Gingernuts_1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2018/08/New-Project-1-100x100.jpg
Rob’s Apple & Cinnamon Baked Alaska Tarts,Robert,6 individual tartlets,Needs skill,1 hr 45 mins,17 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the vanilla ice cream:</h5>
<p>200ml full-fat milk</p>
<p>1 vanilla pod, split lengthways</p>
<p>3 medium egg yolks, at room temperature</p>
<p>75g caster sugar</p>
<p>200ml whipping cream, well chilled</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the shortcrust pastry:</h5>
<p>250g plain flour</p>
<p>good pinch of salt</p>
<p>150g unsalted butter, chilled and diced</p>
<p>3 tbsp caster sugar</p>
<p>1 medium egg, at room temperature, beaten</p>
<p>about 1 tbsp ice-cold water</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the apple filling:</h5>
<p>3 bramley cooking apples (about 725g in total)</p>
<p>about 3 tbsp caster sugar, to taste</p>
<p>about 2 tsp ground cinnamon, to taste</p>
<p>3 tbsp water</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the Italian meringue:</h5>
<p>3 tbsp water (about 45g)</p>
<p>20g liquid glucose</p>
<p>200g caster sugar</p>
<p>3 medium egg whites, at room temperature</p>
<p>pinch cream of tartar</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>ice-cream machine</p>
<p>ice-cream scoop</p>
<p>6 deep, loose-based tartlet tins (10cm wide)</p>
<p>baking sheet</p>
<p>baking beans</p>
<p>heatproof pastry brush</p>
<p>sugar thermometer</p>
<p>stand mixer</p>
<p>large piping bag, fitted with large star nozzle</p>
<p>kitchen blowtorch</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/08/Apple-Alaska-Tart-1024x450-1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2013/08/robert-detail-100x100.jpg
Selasi’s Bûche de Noël,Robert,12,Needs skill,2 hrs 15 mins,1 hr 10 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the rum sauce:</h5>
<p>35g raisins</p>
<p>3 tbsp dark rum</p>
<p>3 tbsp very hot water</p>
<p>55g caster sugar</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the genoise sponge:</h5>
<p>25g unsalted butter</p>
<p>100g plain flour</p>
<p>½ tsp ground cinnamon</p>
<p>¼ tsp grated nutmeg</p>
<p>4 medium eggs, at room temperature</p>
<p>120g caster sugar</p>
<p>1 tsp vanilla bean paste</p>
<p>finely grated zest of ½ large unwaxed orange</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the meringue mushrooms:</h5>
<p>2 medium egg whites, at room temperature</p>
<p>good pinch cream of tartar</p>
<p>150g caster sugar</p>
<p>cocoa powder, for dusting</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the cranberry compote:</h5>
<p>100g cranberries</p>
<p>70g jam sugar (sugar with added pectin)</p>
<p>juice of ½ medium lemon</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the mascarpone filling:</h5>
<p>150g mascarpone, well chilled</p>
<p>finely grated zest of ½ large unwaxed orange</p>
<p>¼ tsp ground cinnamon</p>
<p>2 tbsp icing sugar, sifted</p>
<p>1 tbsp dark rum</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the ganache:</h5>
<p>250g dark chocolate (about 70% cocoa solids), finely chopped</p>
<p>300ml double cream</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the almond and raspberry ‘snowdrops’:</h5>
<p>50g ground almonds</p>
<p>25g icing sugar, sifted</p>
<p>1–2 tbsp kirsch</p>
<p>10 raspberries</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>To decorate:</h5>
<p>100g milk chocolate, finely chopped</p>
<p>icing sugar, for dusting</p>
<p>fresh rosemary sprigs/twigs</p>
<p>few cranberries and/or redcurrant sprigs</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>Swiss-roll tin (23cm x 33cm), greased with butter and base-lined with baking paper</p>
<p>hand-held electric whisk</p>
<p>baking sheet, lined with baking paper</p>
<p>large piping bag, fitted with 1.5cm plain nozzle</p>
<p>off-set palette knife</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/08/buche-de-noel-1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2013/08/robert-detail-100x100.jpg
Beca’s Gingerbread Latte Yule Log,Beca,12,Challenging,2 hrs 15 mins,30 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the sponge roll:</h5>
<p>100g plain flour</p>
<p>½ tsp baking powder</p>
<p>2 tsp ground ginger</p>
<p>1½ tsp ground cinnamon</p>
<p>¼ tsp ground mixed spice</p>
<p>good pinch of salt</p>
<p>3 medium eggs plus 1 egg white, at room temperature</p>
<p>65g light muscovado sugar, sifted</p>
<p>50g caster sugar</p>
<p>finely grated zest ½ orange</p>
<p>10g piece fresh root ginger, peeled and finely grated</p>
<p>icing sugar, for dusting</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the florentines:</h5>
<p>2 fresh dates</p>
<p>20g pistachios</p>
<p>20g glace cherries</p>
<p>1 ball stem ginger in syrup, well drained</p>
<p>20g unsalted butter</p>
<p>20g light muscovado sugar</p>
<p>20g clear honey</p>
<p>20g plain flour, sifted</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the gingerbread squirrels:</h5>
<p>50g unsalted butter</p>
<p>100g golden caster sugar</p>
<p>100g clear honey</p>
<p>235g plain flour, plus extra for dusting</p>
<p>¼ tsp baking powder</p>
<p>¼ tsp bicarbonate of soda</p>
<p>2 tsp ground ginger</p>
<p>½ tsp ground cinnamon</p>
<p>½ tsp ground mixed spice</p>
<p>1 medium egg, beaten</p>
<p>75g caster sugar</p>
<p>1 tbsp water</p>
<p>15 blanched hazelnuts</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>Swiss meringue buttercream:</h5>
<p>3 medium egg whites, at room temperature</p>
<p>150g golden caster sugar</p>
<p>225g unsalted butter, at room temperature, diced</p>
<p>2 tbsp cocoa powder</p>
<p>¼ tsp ground ginger</p>
<p>4 tsp instant coffee dissolved in 1 tbsp hot water</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>To decorate:</h5>
<p>25g pistachios, very finely chopped</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>parchment-lined foil or baking paper</p>
<p>large baking sheet</p>
<p>stand mixer</p>
<p>squirrel cookie cutter</p>
<p>sugar thermometer</p>
<p>offset palette knife</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/08/gingerbread-yule-log-1024x450-1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2013/08/s4_2_450-100x100.jpg
Val’s Black Forest Yule Log,Val,12,Needs skill,2 hrs,1 hr 20 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the sponge:</h5>
<p>25g unsalted butter</p>
<p>80g plain flour</p>
<p>20g cocoa powder</p>
<p>2 good pinches salt</p>
<p>4 medium eggs, at room temperature</p>
<p>120g caster sugar, plus extra for sprinkling</p>
<p>½ tsp vanilla extract</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the meringues:</h5>
<p>1 medium egg white, at room temperature</p>
<p>good pinch cream of tartar</p>
<p>75g caster sugar</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the ganache:</h5>
<p>250g dark chocolate (about 70% cocoa solids), finely chopped</p>
<p>325ml double cream</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the filling:</h5>
<p>1 x 460g jar black cherries with kirsch (300g drained)</p>
<p>100ml double cream, well chilled</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the chocolate cherry truffles:</h5>
<p>100g dark chocolate (about 70% cocoa solids)</p>
<p>75ml double cream</p>
<p>¼ tsp vanilla extract</p>
<p>1 tbsp brandy, kirsch or kirsch syrup from cherry jar (see above)</p>
<p>50g fresh cherries, stoned and roughly chopped</p>
<p>1½ tbsp cocoa powder, for rolling</p>
<p>gold-leaf flakes/sheets for decorating (optional)</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>To decorate:</h5>
<p>8 fresh cherries with stalks</p>
<p>75g dark chocolate (about 75% cocoa solids), finely chopped</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>stand mixer</p>
<p>swiss-roll tin (23cm x 33cm), greased with butter and base-lined with baking paper</p>
<p>baking sheet, lined with baking paper</p>
<p>large piping bag, fitted with 1.5cm plain nozzle</p>
<p>small piping bag</p>
<p>acetate sheet or baking paper</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/08/black-forest-yule-log-1024x450-1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2016/08/val-100x100.jpg
Sophie’s Orange Plaited Brioches,Sophie,4,Challenging,1 hr,25 mins,"[<div class=""recipe-sidebar__section__content"">
<p>75ml whole milk </p>
<p>finely grated zest of 3 small unwaxed oranges </p>
<p>400g strong white bread flour </p>
<p>2 tsp fast-action dried yeast </p>
<p>30g caster sugar </p>
<p>5g salt </p>
<p>5 eggs, beaten  </p>
<p>170g unsalted butter, softened </p>
<p>2 egg yolks, beaten with 2 tsp water </p>
<p>2 tbsp pearl sugar (optional)</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>1–2 large baking sheets lined with baking paper</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/08/orange-brioche-1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2016/08/GBBO8-Baker-Portrait-Sophie-1162_l-100x100.jpg
Kate’s Roman Spelt Bread,Kate,1 large loaf,Easy,30 mins,35 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the dough:</h5>
<p>500g white spelt flour</p>
<p>7g fast-action dried yeast</p>
<p>10g fine sea salt</p>
<p>2 tbsp light olive oil</p>
<p>1 tbsp clear honey</p>
<p>about 300ml lukewarm water</p>
<p>1–2 tbsp wholemeal spelt flour or white spelt flour, for dusting</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>sheet of baking paper</p>
<p>baking sheet</p>
<p>roasting tin</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/08/roman-spelt-1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2016/08/GBBO8-Baker-Portrait-Kate-1135_l-100x100.jpg
Steven’s Sweet Chocolate & Cinnamon Knots,Steven,4 small loaves,Challenging,1 hr 15 mins,20 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the dough:</h5>
<p>500g strong white bread flour, plus extra for dusting</p>
<p>5g fast-action dried yeast (from a 7g sachet)</p>
<p>60g unsalted butter, softened, diced</p>
<p>40g caster sugar</p>
<p>7g salt</p>
<p>2 medium eggs, at room temperature, beaten</p>
<p>About 225ml full-fat milk, lukewarm</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the filling:</h5>
<p>50g dark chocolate, broken into chunks</p>
<p>4 tsp light muscovado sugar</p>
<p>1 tsp ground cinnamon</p>
<p>1 medium egg, beaten, for glazing</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>large baking sheet, lined with baking paper</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2017/10/171020_067_ChocCinnBuns_450.jpg,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2016/08/GBBO8-Baker-Portrait-Steven-987_l-100x100.jpg
Kate’s Coconut Kala Chana Breads,Kate,4,Easy,1 hr,20 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the dough:</h5>
<p>500g strong white bread flour </p>
<p>2 tsp fast-action dried yeast  </p>
<p>1 tbsp curry powder </p>
<p>8g salt </p>
<p>40ml olive oil or rapeseed oil, plus extra for working </p>
<p>about 320ml lukewarm water </p>
<p>1 tbsp nigella seeds </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the filling:</h5>
<p>2 tsp rapeseed oil </p>
<p>1 tbsp mustard seeds </p>
<p>1 onion, finely chopped </p>
<p>2 garlic cloves, crushed </p>
<p>½ tsp turmeric </p>
<p>¼ tsp garam masala </p>
<p>¼ tsp ground cumin </p>
<p>2 tsp curry powder </p>
<p>1 tsp jaggery or demerara sugar </p>
<p>100g desiccated coconut (unsweetened) </p>
<p>30g sultanas </p>
<p>1 x 400g can kala chana or chickpeas, drained and rinsed </p>
<p>200ml coconut milk </p>
<p>sea salt, to taste </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>large baking sheet lined with baking paper  </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2017/10/171013_063_CoconutBread_450.jpg,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2016/08/GBBO8-Baker-Portrait-Kate-1135_l-100x100.jpg
